Date,Country,Continent,Population,New_Cases,Total_Cases,New_Deaths,Total_Deaths,New_Recovered,Total_Recovered,Active_Cases,New_Vaccinations,Total_Vaccinations,Vaccination_Rate,New_Tests,Total_Tests,Hospital_Patients,ICU_Patients,Positivity_Rate,Recovery_Rate,Death_Rate
2020-07-05,Argentina,South America,222338954,1022,222249,21,5380,779,191631,25238,2513,917420,0.41,17374,2675596,1910.0,489.0,5.88,86.22,2.42
2020-07-06,Argentina,South America,222338954,801,223050,15,5395,691,192322,25333,2892,920312,0.41,7209,1211112,2741.0,,11.11,86.22,2.42
2020-07-07,Argentina,South America,222338954,1458,224508,41,5436,1338,193660,25412,5694,926006,0.42,21870,6910920,334.0,796.0,6.67,86.26,2.42
2020-07-08,Argentina,South America,222338954,1080,225588,13,5449,853,194513,25626,6406,932412,0.42,15120,4687200,2106.0,529.0,7.14,86.22,2.42
2020-07-09,Argentina,South America,222338954,1142,226730,31,5480,1016,195529,25721,7773,940185,0.42,13704,1466328,4222.0,112.0,8.33,86.24,2.42
2020-07-10,Argentina,South America,222338954,516,227246,8,5488,437,195966,25792,7200,947385,0.43,4644,506196,3707.0,539.0,11.11,86.24,2.42
2020-07-11,Argentina,South America,222338954,1811,229057,41,5529,1588,197554,25974,4997,952382,0.43,30787,5787956,4261.0,49.0,5.88,86.25,2.41
2020-07-12,Argentina,South America,222338954,1630,230687,33,5562,1310,198864,26261,6033,958415,0.43,19560,6513480,4583.0,158.0,8.33,86.21,2.41
2020-07-13,Argentina,South America,222338954,184,230871,5,5567,151,199015,26289,4035,962450,0.43,1840,281520,4214.0,672.0,10.0,86.2,2.41
2020-07-14,Argentina,South America,222338954,1353,232224,43,5610,1235,200250,26364,6726,969176,0.44,20295,7326495,1873.0,28.0,6.67,86.23,2.42
2020-07-15,Argentina,South America,222338954,1435,233659,34,5644,1204,201454,26561,4494,973670,0.44,24395,3390905,3110.0,222.0,5.88,86.22,2.42
2020-07-16,Argentina,South America,222338954,1630,235289,35,5679,1297,202751,26859,5443,979113,0.44,30970,11335020,2798.0,46.0,5.26,86.17,2.41
2020-07-17,Argentina,South America,222338954,1172,236461,12,5691,950,203701,27069,6062,985175,0.44,12892,3893384,1613.0,242.0,9.09,86.15,2.41
2020-07-18,Argentina,South America,222338954,1382,237843,19,5710,1187,204888,27245,2927,988102,0.44,17966,2712866,4467.0,194.0,7.69,86.14,2.4
2020-07-19,Argentina,South America,222338954,1269,239112,16,5726,966,205854,27532,3696,991798,0.45,16497,5460507,3553.0,514.0,7.69,86.09,2.39
2020-07-20,Argentina,South America,222338954,699,239811,13,5739,651,206505,27567,2672,994470,0.45,9786,3777396,316.0,556.0,7.14,86.11,2.39
2020-07-21,Argentina,South America,222338954,925,240736,31,5770,763,207268,27698,1380,995850,0.45,9250,2044250,3272.0,36.0,10.0,86.1,2.4
2020-07-22,Argentina,South America,222338954,1419,242155,23,5793,1334,208602,27760,3880,999730,0.45,14190,2880570,460.0,451.0,10.0,86.14,2.39
2020-07-23,Argentina,South America,222338954,2104,244259,22,5815,1807,210409,28035,4351,1004081,0.45,35768,12018048,1229.0,534.0,5.88,86.14,2.38
2020-07-24,Argentina,South America,222338954,1302,245561,48,5863,1256,211665,28033,4704,1008785,0.45,20832,6062112,3740.0,392.0,6.25,86.2,2.39
2020-07-25,Argentina,South America,222338954,708,246269,26,5889,628,212293,28087,4543,1013328,0.46,6372,2045412,3226.0,371.0,11.11,86.2,2.39
2020-07-26,Argentina,South America,222338954,801,247070,11,5900,638,212931,28239,4108,1017436,0.46,12816,4421520,3168.0,445.0,6.25,86.18,2.39
2020-07-27,Argentina,South America,222338954,1655,248725,26,5926,1378,214309,28490,3112,1020548,0.46,26480,7414400,3325.0,588.0,6.25,86.16,2.38
2020-07-28,Argentina,South America,222338954,1301,250026,32,5958,1178,215487,28581,6056,1026604,0.46,19515,6576555,1965.0,203.0,6.67,86.19,2.38
2020-07-29,Argentina,South America,222338954,1330,251356,47,6005,1047,216534,28817,4372,1030976,0.46,14630,2574880,318.0,499.0,9.09,86.15,2.39
2020-07-30,Argentina,South America,222338954,465,251821,13,6018,368,216902,28901,3805,1034781,0.47,4650,664950,1909.0,65.0,10.0,86.13,2.39
2020-07-31,Argentina,South America,222338954,821,252642,16,6034,789,217691,28917,7717,1042498,0.47,13136,4269200,55.0,46.0,6.25,86.17,2.39
2020-08-01,Argentina,South America,222338954,578,253220,21,6055,485,218176,28989,2281,1044779,0.47,10404,2892312,1802.0,,5.56,86.16,2.39
2020-08-02,Argentina,South America,222338954,2120,255340,40,6095,1858,220034,29211,6396,1051175,0.47,25440,10023360,4449.0,350.0,8.33,86.17,2.39
2020-08-03,Argentina,South America,222338954,1235,256575,39,6134,967,221001,29440,981,1052156,0.47,17290,4339790,3305.0,274.0,7.14,86.14,2.39
2020-08-04,Argentina,South America,222338954,1167,257742,19,6153,1070,222071,29518,4876,1057032,0.48,9336,2408688,1073.0,616.0,12.5,86.16,2.39
2020-08-05,Argentina,South America,222338954,1213,258955,26,6179,956,223027,29749,2397,1059429,0.48,14556,2183400,4871.0,458.0,8.33,86.13,2.39
2020-08-06,Argentina,South America,222338954,0,258955,0,6179,0,223027,29749,5367,1064796,0.48,0,0,1747.0,709.0,0.0,86.13,2.39
2020-08-07,Argentina,South America,222338954,2169,261124,26,6205,1671,224698,30221,3076,1067872,0.48,34704,4546224,2574.0,532.0,6.25,86.05,2.38
2020-08-08,Argentina,South America,222338954,1029,262153,33,6238,845,225543,30372,7602,1075474,0.48,13377,2969694,4891.0,745.0,7.69,86.03,2.38
2020-08-09,Argentina,South America,222338954,1246,263399,39,6277,1206,226749,30373,3624,1079098,0.49,21182,5189590,4116.0,358.0,5.88,86.09,2.38
2020-08-10,Argentina,South America,222338954,1292,264691,33,6310,1170,227919,30462,4174,1083272,0.49,12920,4845000,4772.0,623.0,10.0,86.11,2.38
2020-08-11,Argentina,South America,222338954,1466,266157,45,6355,1232,229151,30651,2243,1085515,0.49,14660,1729880,2407.0,244.0,10.0,86.1,2.39
2020-08-12,Argentina,South America,222338954,1313,267470,44,6399,999,230150,30921,4319,1089834,0.49,18382,2591862,3893.0,530.0,7.14,86.05,2.39
2020-08-13,Argentina,South America,222338954,1621,269091,49,6448,1374,231524,31119,2987,1092821,0.49,12968,1439448,3476.0,502.0,12.5,86.04,2.4
2020-08-14,Argentina,South America,222338954,877,269968,28,6476,671,232195,31297,7155,1099976,0.49,12278,1878534,4477.0,688.0,7.14,86.01,2.4
2020-08-15,Argentina,South America,222338954,1122,271090,30,6506,974,233169,31415,1283,1101259,0.5,12342,2061114,1242.0,257.0,9.09,86.01,2.4
2020-08-16,Argentina,South America,222338954,1314,272404,33,6539,1100,234269,31596,3963,1105222,0.5,15768,2034072,798.0,187.0,8.33,86.0,2.4
2020-08-17,Argentina,South America,222338954,996,273400,32,6571,899,235168,31661,5976,1111198,0.5,11952,3382416,2813.0,219.0,8.33,86.02,2.4
2020-08-18,Argentina,South America,222338954,1977,275377,58,6629,1833,237001,31747,1744,1112942,0.5,15816,5076936,4020.0,19.0,12.5,86.06,2.41
2020-08-19,Argentina,South America,222338954,1225,276602,29,6658,1026,238027,31917,1779,1114721,0.5,19600,6879600,3317.0,544.0,6.25,86.05,2.41
2020-08-20,Argentina,South America,222338954,1391,277993,41,6699,1059,239086,32208,2748,1117469,0.5,11128,3382912,547.0,374.0,12.5,86.0,2.41
2020-08-21,Argentina,South America,222338954,934,278927,27,6726,864,239950,32251,5316,1122785,0.5,11208,3877968,1050.0,247.0,8.33,86.03,2.41
2020-08-22,Argentina,South America,222338954,1368,280295,18,6744,1228,241178,32373,4349,1127134,0.51,23256,7488432,3248.0,591.0,5.88,86.04,2.41
2020-08-23,Argentina,South America,222338954,1138,281433,30,6774,1036,242214,32445,5910,1133044,0.51,11380,4005760,4594.0,424.0,10.0,86.06,2.41
2020-08-24,Argentina,South America,222338954,1645,283078,60,6834,1329,243543,32701,6280,1139324,0.51,13160,2171400,538.0,789.0,12.5,86.03,2.41
2020-08-25,Argentina,South America,222338954,1191,284269,39,6873,949,244492,32904,4145,1143469,0.51,17865,4001760,2119.0,770.0,6.67,86.01,2.42
2020-08-26,Argentina,South America,222338954,828,285097,12,6885,677,245169,33043,4976,1148445,0.52,6624,728640,2137.0,377.0,12.5,85.99,2.41
2020-08-27,Argentina,South America,222338954,1007,286104,28,6913,787,245956,33235,7550,1155995,0.52,19133,2908216,2259.0,597.0,5.26,85.97,2.42
2020-08-28,Argentina,South America,222338954,591,286695,21,6934,524,246480,33281,5102,1161097,0.52,8274,3168942,460.0,116.0,7.14,85.97,2.42
2020-08-29,Argentina,South America,222338954,909,287604,16,6950,700,247180,33474,3553,1164650,0.52,7272,2596104,2289.0,668.0,12.5,85.94,2.42
2020-08-30,Argentina,South America,222338954,1460,289064,39,6989,1260,248440,33635,7146,1171796,0.53,18980,2486380,4743.0,772.0,7.69,85.95,2.42
2020-08-31,Argentina,South America,222338954,934,289998,18,7007,777,249217,33774,4910,1176706,0.53,16812,1933380,3284.0,27.0,5.56,85.94,2.42
2020-09-01,Argentina,South America,222338954,1588,291586,55,7062,1304,250521,34003,3663,1180369,0.53,25408,7495360,4629.0,501.0,6.25,85.92,2.42
2020-09-02,Argentina,South America,222338954,1177,292763,18,7080,1122,251643,34040,3337,1183706,0.53,21186,7372728,3481.0,726.0,5.56,85.95,2.42
2020-09-03,Argentina,South America,222338954,1140,293903,31,7111,910,252553,34239,4738,1188444,0.53,14820,2919540,2638.0,305.0,7.69,85.93,2.42
2020-09-04,Argentina,South America,222338954,1027,294930,32,7143,778,253331,34456,1170,1189614,0.54,11297,1140997,2267.0,185.0,9.09,85.9,2.42
2020-09-05,Argentina,South America,222338954,1597,296527,46,7189,1416,254747,34591,3911,1193525,0.54,12776,1584224,576.0,202.0,12.5,85.91,2.42
2020-09-06,Argentina,South America,222338954,1595,298122,48,7237,1265,256012,34873,6312,1199837,0.54,20735,4209205,4149.0,577.0,7.69,85.87,2.43
2020-09-07,Argentina,South America,222338954,933,299055,32,7269,866,256878,34908,5815,1205652,0.54,16794,2670246,1253.0,239.0,5.56,85.9,2.43
2020-09-08,Argentina,South America,222338954,1073,300128,41,7310,835,257713,35105,4940,1210592,0.54,10730,1223220,731.0,453.0,10.0,85.87,2.44
2020-09-09,Argentina,South America,222338954,707,300835,27,7337,577,258290,35208,5313,1215905,0.55,7070,2361380,2081.0,32.0,10.0,85.86,2.44
2020-09-10,Argentina,South America,222338954,321,301156,11,7348,306,258596,35212,5303,1221208,0.55,4173,1510626,2504.0,263.0,7.69,85.87,2.44
2020-09-11,Argentina,South America,222338954,1486,302642,57,7405,1373,259969,35268,4256,1225464,0.55,23776,3590176,4154.0,394.0,6.25,85.9,2.45
2020-09-12,Argentina,South America,222338954,678,303320,20,7425,513,260482,35413,4985,1230449,0.55,8814,1410240,4935.0,720.0,7.69,85.88,2.45
2020-09-13,Argentina,South America,222338954,2411,305731,46,7471,2274,262756,35504,3107,1233556,0.55,33754,10193708,1439.0,426.0,7.14,85.94,2.44
2020-09-14,Argentina,South America,222338954,1774,307505,64,7535,1387,264143,35827,5902,1239458,0.56,15966,6051114,4475.0,161.0,11.11,85.9,2.45
2020-09-15,Argentina,South America,222338954,1282,308787,36,7571,1206,265349,35867,3903,1243361,0.56,17948,4056248,3921.0,312.0,7.14,85.93,2.45
2020-09-16,Argentina,South America,222338954,1476,310263,31,7602,1403,266752,35909,3897,1247258,0.56,25092,7000668,3514.0,373.0,5.88,85.98,2.45
2020-09-17,Argentina,South America,222338954,1061,311324,26,7628,975,267727,35969,6539,1253797,0.56,18037,2074255,873.0,799.0,5.88,86.0,2.45
2020-09-18,Argentina,South America,222338954,1591,312915,17,7645,1328,269055,36215,7054,1260851,0.57,20683,6225583,4339.0,46.0,7.69,85.98,2.44
2020-09-19,Argentina,South America,222338954,1559,314474,46,7691,1177,270232,36551,3224,1264075,0.57,12472,2993280,3624.0,58.0,12.5,85.93,2.45
2020-09-20,Argentina,South America,222338954,611,315085,15,7706,500,270732,36647,5340,1269415,0.57,10387,3105713,353.0,177.0,5.88,85.92,2.45
2020-09-21,Argentina,South America,222338954,1286,316371,40,7746,1053,271785,36840,4301,1273716,0.57,15432,2530848,1163.0,103.0,8.33,85.91,2.45
2020-09-22,Argentina,South America,222338954,1014,317385,14,7760,857,272642,36983,6762,1280478,0.58,17238,2533986,3215.0,460.0,5.88,85.9,2.44
2020-09-23,Argentina,South America,222338954,1412,318797,40,7800,1330,273972,37025,7191,1287669,0.58,18356,2019160,707.0,219.0,7.69,85.94,2.45
2020-09-24,Argentina,South America,222338954,963,319760,32,7832,886,274858,37070,5032,1292701,0.58,8667,2972781,411.0,523.0,11.11,85.96,2.45
2020-09-25,Argentina,South America,222338954,659,320419,15,7847,538,275396,37176,4061,1296762,,11862,1874196,4261.0,116.0,5.56,85.95,2.45
2020-09-26,Argentina,South America,222338954,1262,321681,48,7895,1001,276397,37389,8487,1305249,0.59,22716,3452832,752.0,428.0,5.56,85.92,2.45
2020-09-27,Argentina,South America,222338954,1736,323417,58,7953,1555,277952,37512,6648,1311897,0.59,29512,5017040,2057.0,140.0,5.88,85.94,2.46
2020-09-28,Argentina,South America,222338954,1606,325023,17,7970,1257,279209,37844,6166,1318063,0.59,25696,5704512,,712.0,6.25,85.9,2.45
2020-09-29,Argentina,South America,222338954,994,326017,33,8003,864,280073,37941,3405,1321468,0.59,12922,3618160,419.0,282.0,7.69,85.91,2.45
2020-09-30,Argentina,South America,222338954,757,326774,15,8018,599,280672,38084,6756,1328224,0.6,14383,1999237,1551.0,500.0,5.26,85.89,2.45
2020-10-01,Argentina,South America,222338954,1839,328613,60,8078,1610,282282,38253,3938,1332162,0.6,14712,3501456,2395.0,684.0,12.5,85.9,2.46
2020-10-02,Argentina,South America,222338954,486,329099,7,8085,431,282713,38301,7017,1339179,0.6,8262,1503684,2029.0,694.0,5.88,85.91,2.46
2020-10-03,Argentina,South America,222338954,1715,330814,54,8139,1545,284258,38417,1429,1340608,0.6,25725,8129100,2803.0,98.0,6.67,85.93,2.46
2020-10-04,Argentina,South America,222338954,2288,333102,73,8212,1756,286014,38876,4763,1345371,0.61,41184,14084928,4705.0,251.0,5.56,85.86,2.47
2020-10-05,Argentina,South America,222338954,694,333796,23,8235,647,286661,38900,4735,1350106,0.61,12492,1299168,1557.0,748.0,5.56,85.88,2.47
2020-10-06,Argentina,South America,222338954,974,334770,19,8254,894,287555,38961,5070,1355176,0.61,16558,6474178,2450.0,436.0,5.88,85.9,2.47
2020-10-07,Argentina,South America,222338954,1821,336591,60,8314,1480,289035,39242,4939,1360115,0.61,18210,4698180,4813.0,74.0,10.0,85.87,2.47
2020-10-08,Argentina,South America,222338954,1816,338407,36,8350,1659,290694,39363,6456,1366571,0.61,18160,4576320,4994.0,509.0,10.0,85.9,2.47
2020-10-09,Argentina,South America,222338954,1033,339440,22,8372,829,291523,39545,5410,1371981,0.62,8264,3041152,770.0,68.0,12.5,85.88,2.47
2020-10-10,Argentina,South America,222338954,1253,340693,40,8412,1186,292709,39572,6207,1378188,0.62,18795,2913225,4494.0,506.0,6.67,85.92,2.47
2020-10-11,Argentina,South America,222338954,1137,341830,21,8433,894,293603,39794,5843,1384031,0.62,12507,3089229,1718.0,538.0,9.09,85.89,2.47
2020-10-12,Argentina,South America,222338954,1403,343233,55,8488,1299,294902,39843,4924,1388955,0.62,11224,3490664,4703.0,377.0,12.5,85.92,2.47
2020-10-13,Argentina,South America,222338954,1635,344868,23,8511,1373,296275,40082,4400,1393355,0.63,29430,5944860,673.0,667.0,5.56,85.91,2.47
2020-10-14,Argentina,South America,222338954,864,345732,15,8526,815,297090,40116,5395,1398750,0.63,12960,2825280,4551.0,719.0,6.67,85.93,2.47
2020-10-15,Argentina,South America,222338954,575,346307,10,8536,513,297603,40168,6491,1405241,0.63,9200,2778400,2682.0,89.0,6.25,85.94,2.46
2020-10-16,Argentina,South America,222338954,1127,347434,29,8565,933,298536,40333,7130,1412371,0.64,12397,4760448,898.0,488.0,9.09,85.93,2.47
2020-10-17,Argentina,South America,222338954,1259,348693,48,8613,1216,299752,40328,2768,1415139,0.64,15108,3807216,2526.0,726.0,8.33,85.96,2.47
2020-10-18,Argentina,South America,222338954,1576,350269,19,8632,1403,301155,40482,3152,1418291,0.64,12608,1386880,620.0,477.0,12.5,85.98,2.46
2020-10-19,Argentina,South America,222338954,965,351234,37,8669,917,302072,40493,4774,1423065,0.64,8685,2145195,3925.0,385.0,11.11,86.0,2.47
2020-10-20,Argentina,South America,222338954,808,352042,25,8694,720,302792,40556,2500,1425565,0.64,12928,5041920,2419.0,726.0,6.25,86.01,2.47
2020-10-21,Argentina,South America,222338954,1546,353588,22,8716,1172,303964,40908,1924,1427489,0.64,26282,7542934,2708.0,378.0,5.88,85.97,2.47
2020-10-22,Argentina,South America,222338954,2094,355682,31,8747,1688,305652,41283,5915,1433404,0.64,31410,11370420,50.0,310.0,6.67,85.93,2.46
2020-10-23,Argentina,South America,222338954,493,356175,18,8765,459,306111,41299,6919,1440323,0.65,7395,976140,1772.0,197.0,6.67,85.94,2.46
2020-10-24,Argentina,South America,222338954,1457,357632,57,8822,1299,307410,41400,6981,1447304,0.65,14570,2506040,2242.0,390.0,10.0,85.96,2.47
2020-10-25,Argentina,South America,222338954,851,358483,28,8850,768,308178,41455,5442,1452746,0.65,7659,796536,1744.0,585.0,11.11,85.97,2.47
2020-10-26,Argentina,South America,222338954,1183,359666,45,8895,933,309111,41660,2272,1455018,0.65,11830,2673580,1612.0,238.0,10.0,85.94,2.47
2020-10-27,Argentina,South America,222338954,1612,361278,53,8948,1295,310406,41924,5512,1460530,0.66,16120,3530280,627.0,49.0,10.0,85.92,2.48
2020-10-28,Argentina,South America,222338954,1379,362657,15,8963,1041,311447,42247,4238,1464768,0.66,16548,3177216,4215.0,39.0,8.33,85.88,2.47
2020-10-29,Argentina,South America,222338954,564,363221,16,8979,484,311931,42311,3076,1467844,0.66,6204,1488960,1282.0,787.0,9.09,85.88,2.47
2020-10-30,Argentina,South America,222338954,896,364117,30,9009,860,312791,42317,2194,1470038,0.66,8064,2878848,1653.0,599.0,11.11,85.9,2.47
2020-10-31,Argentina,South America,222338954,998,365115,20,9029,800,313591,42495,2566,1472604,0.66,14970,3742500,4490.0,481.0,6.67,85.89,2.47
2020-11-01,Argentina,South America,222338954,1565,366680,45,9074,1288,314879,42727,4928,1477532,0.66,20345,5940740,403.0,756.0,7.69,85.87,2.47
2020-11-02,Argentina,South America,222338954,1714,368394,63,9137,1490,316369,42888,4915,1482447,0.67,27424,9241888,633.0,166.0,6.25,85.88,2.48
2020-11-03,Argentina,South America,222338954,535,368929,5,9142,498,316867,42920,3938,1486385,0.67,10165,1290955,1768.0,469.0,5.26,85.89,2.48
2020-11-04,Argentina,South America,222338954,1271,370200,34,9176,1232,318099,42925,7386,1493771,0.67,20336,2236960,2877.0,109.0,6.25,85.93,2.48
2020-11-05,Argentina,South America,222338954,1152,371352,14,9190,1103,319202,42960,6706,1500477,0.67,14976,1572480,232.0,114.0,7.69,85.96,2.47
2020-11-06,Argentina,South America,222338954,1108,372460,17,9207,868,320070,43183,4701,1505178,0.68,9972,1346220,1301.0,608.0,11.11,85.93,2.47
2020-11-07,Argentina,South America,222338954,579,373039,11,9218,535,320605,43216,4680,1509858,0.68,5211,2032290,2300.0,649.0,11.11,85.94,2.47
2020-11-08,Argentina,South America,222338954,655,373694,8,9226,588,321193,43275,1491,1511349,0.68,5895,2086830,2736.0,368.0,11.11,85.95,2.47
2020-11-09,Argentina,South America,222338954,1804,375498,30,9256,1729,322922,43320,9260,1520609,0.68,30668,5581576,3273.0,592.0,5.88,86.0,2.46
2020-11-10,Argentina,South America,222338954,868,376366,32,9288,839,323761,43317,6865,1527474,0.69,11284,1229956,1241.0,567.0,7.69,86.02,2.47
2020-11-11,Argentina,South America,222338954,1248,377614,42,9330,1165,324926,43358,5032,1532506,0.69,12480,3269760,946.0,774.0,10.0,86.05,2.47
2020-11-12,Argentina,South America,222338954,967,378581,23,9353,790,325716,43512,4315,1536821,0.69,9670,2523870,598.0,586.0,10.0,86.04,2.47
2020-11-13,Argentina,South America,222338954,1230,379811,21,9374,1186,326902,43535,6353,1543174,0.69,22140,2656800,622.0,375.0,5.56,86.07,2.47
2020-11-14,Argentina,South America,222338954,607,380418,19,9393,476,327378,43647,2352,1545526,0.7,8498,1810074,2566.0,251.0,7.14,86.06,2.47
2020-11-15,Argentina,South America,222338954,1762,382180,56,9449,1660,329038,43693,4775,1550301,0.7,15858,5788170,3561.0,622.0,11.11,86.1,2.47
2020-11-16,Argentina,South America,222338954,1278,383458,26,9475,1057,330095,43888,5545,1555846,0.7,20448,6502464,780.0,495.0,6.25,86.08,2.47
2020-11-17,Argentina,South America,222338954,1190,384648,19,9494,1105,331200,43954,6981,1562827,0.7,15470,4517240,4025.0,306.0,7.69,86.1,2.47
2020-11-18,Argentina,South America,222338954,1456,386104,53,9547,1287,332487,44070,5876,1568703,0.71,23296,3657472,2801.0,250.0,6.25,86.11,2.47
2020-11-19,Argentina,South America,222338954,885,386989,31,9578,742,333229,44182,5780,1574483,0.71,15930,5830380,4531.0,204.0,5.56,86.11,2.48
2020-11-20,Argentina,South America,222338954,249,387238,2,9580,187,333416,44242,3704,1578187,0.71,4233,1045551,3773.0,181.0,5.88,86.1,2.47
2020-11-21,Argentina,South America,222338954,797,388035,29,9609,661,334077,44349,3871,1582058,0.71,11158,4262356,1725.0,224.0,7.14,86.09,2.48
2020-11-22,Argentina,South America,222338954,892,388927,25,9634,835,334912,44381,4773,1586831,0.71,9812,2080144,3060.0,102.0,9.09,86.11,2.48
2020-11-23,Argentina,South America,222338954,1316,390243,13,9647,1242,336154,44442,2087,1588918,0.71,14476,3184720,4497.0,637.0,9.09,86.14,2.47
2020-11-24,Argentina,South America,222338954,1490,391733,21,9668,1345,337499,44566,4210,1593128,0.72,25330,4660720,3227.0,502.0,5.88,86.16,2.47
2020-11-25,Argentina,South America,222338954,1410,393143,32,9700,1099,338598,44845,3755,1596883,0.72,22560,7128960,,294.0,6.25,86.13,2.47
2020-11-26,Argentina,South America,222338954,739,393882,17,9717,682,339280,44885,2433,1599316,0.72,10346,1396710,175.0,15.0,7.14,86.14,2.47
2020-11-27,Argentina,South America,222338954,470,394352,11,9728,432,339712,44912,4370,1603686,0.72,8460,1759680,3787.0,159.0,5.56,86.14,2.47
2020-11-28,Argentina,South America,222338954,666,395018,22,9750,610,340322,44946,4974,1608660,0.72,5328,2056608,157.0,69.0,12.5,86.15,2.47
2020-11-29,Argentina,South America,222338954,906,395924,10,9760,777,341099,45065,5934,1614594,0.73,8154,2919132,1184.0,545.0,11.11,86.15,2.47
2020-11-30,Argentina,South America,222338954,1266,397190,33,9793,1169,342268,45129,5362,1619956,0.73,16458,5447598,4311.0,423.0,7.69,86.17,2.47
2020-12-01,Argentina,South America,222338954,1635,398825,64,9857,1459,343727,45241,4432,1624388,0.73,21255,4144725,659.0,107.0,7.69,86.18,2.47
2020-12-02,Argentina,South America,222338954,1625,400450,28,9885,1338,345065,45500,3639,1628027,0.73,16250,4485000,2529.0,122.0,10.0,86.17,2.47
2020-12-03,Argentina,South America,222338954,1504,401954,43,9928,1403,346468,45558,6109,1634136,0.73,19552,6432608,510.0,344.0,7.69,86.2,2.47
2020-12-04,Argentina,South America,222338954,1403,403357,29,9957,1139,347607,45793,5084,1639220,0.74,14030,3226900,327.0,506.0,10.0,86.18,2.47
2020-12-05,Argentina,South America,222338954,740,404097,8,9965,698,348305,45827,5374,1644594,0.74,9620,2279940,1603.0,49.0,7.69,86.19,2.47
2020-12-06,Argentina,South America,222338954,1531,405628,55,10020,1401,349706,45902,7140,1651734,0.74,16841,4782844,3693.0,363.0,9.09,86.21,2.47
2020-12-07,Argentina,South America,222338954,592,406220,21,10041,486,350192,45987,6891,1658625,0.75,8288,1607872,3441.0,229.0,7.14,86.21,2.47
2020-12-08,Argentina,South America,222338954,1033,407253,13,10054,878,351070,46129,3431,1662056,0.75,13429,2041208,1322.0,509.0,7.69,86.2,2.47
2020-12-09,Argentina,South America,222338954,1714,408967,56,10110,1618,352688,46169,4683,1666739,0.75,29138,10781060,4490.0,463.0,5.88,86.24,2.47
2020-12-10,Argentina,South America,222338954,878,409845,33,10143,702,353390,46312,5650,1672389,0.75,16682,2268752,579.0,626.0,5.26,86.23,2.47
2020-12-11,Argentina,South America,222338954,1228,411073,39,10182,1050,354440,46451,3590,1675979,0.75,14736,2652480,,728.0,8.33,86.22,2.48
2020-12-12,Argentina,South America,222338954,995,412068,30,10212,857,355297,46559,5150,1681129,0.76,17910,4996890,,445.0,5.56,86.22,2.48
2020-12-13,Argentina,South America,222338954,1584,413652,59,10271,1432,356729,46652,4328,1685457,0.76,17424,3746160,1826.0,593.0,9.09,86.24,2.48
2020-12-14,Argentina,South America,222338954,1056,414708,11,10282,1007,357736,46690,4896,1690353,0.76,9504,3706560,4161.0,437.0,11.11,86.26,2.48
2020-12-15,Argentina,South America,222338954,1276,415984,44,10326,986,358722,46936,7095,1697448,0.76,10208,1500576,2449.0,471.0,12.5,86.23,2.48
2020-12-16,Argentina,South America,222338954,961,416945,31,10357,896,359618,46970,7063,1704511,0.77,16337,6208060,3598.0,557.0,5.88,86.25,2.48
2020-12-17,Argentina,South America,222338954,1677,418622,48,10405,1409,361027,47190,7360,1711871,0.77,26832,4588272,2684.0,780.0,6.25,86.24,2.49
2020-12-18,Argentina,South America,222338954,2062,420684,37,10442,1892,362919,47323,5465,1717336,0.77,37116,12916368,1259.0,450.0,5.56,86.27,2.48
2020-12-19,Argentina,South America,222338954,1034,421718,21,10463,879,363798,47457,5007,1722343,0.77,17578,5290978,3059.0,87.0,5.88,86.27,2.48
2020-12-20,Argentina,South America,222338954,1325,423043,34,10497,1040,364838,47708,5642,1727985,0.78,19875,6916500,3036.0,457.0,6.67,86.24,2.48
2020-12-21,Argentina,South America,222338954,1995,425038,61,10558,1644,366482,47998,8180,1736165,0.78,29925,5236875,878.0,40.0,6.67,86.22,2.48
2020-12-22,Argentina,South America,222338954,1090,426128,12,10570,1014,367496,48062,4303,1740468,0.78,17440,2738080,4477.0,353.0,6.25,86.24,2.48
2020-12-23,Argentina,South America,222338954,896,427024,21,10591,678,368174,48259,4208,1744676,0.78,8960,3539200,2578.0,180.0,10.0,86.22,2.48
2020-12-24,Argentina,South America,222338954,882,427906,23,10614,811,368985,48307,8139,1752815,0.79,9702,3541230,3465.0,500.0,9.09,86.23,2.48
2020-12-25,Argentina,South America,222338954,1121,429027,14,10628,865,369850,48549,3999,1756814,0.79,13452,2165772,224.0,128.0,8.33,86.21,2.48
2020-12-26,Argentina,South America,222338954,1191,430218,24,10652,1080,370930,48636,1696,1758510,0.79,20247,6782745,2842.0,359.0,5.88,86.22,2.48
2020-12-27,Argentina,South America,222338954,1477,431695,27,10679,1172,372102,48914,8589,1767099,0.79,20678,3494582,1322.0,397.0,7.14,86.2,2.47
2020-12-28,Argentina,South America,222338954,750,432445,19,10698,684,372786,48961,5230,1772329,0.8,9000,3384000,3091.0,600.0,8.33,86.2,2.47
2020-12-29,Argentina,South America,222338954,1177,433622,44,10742,1046,373832,49048,4292,1776621,0.8,22363,2281026,4216.0,202.0,5.26,86.21,2.48
2020-12-30,Argentina,South America,222338954,1490,435112,38,10780,1243,375075,49257,6744,1783365,0.8,17880,6293760,74.0,512.0,8.33,86.2,2.48
2020-12-31,Argentina,South America,222338954,752,435864,15,10795,635,375710,49359,3291,1786656,0.8,9024,3068160,1727.0,179.0,8.33,86.2,2.48
